critic,predicted_critic,percent_diff
0.59,0.6171937,4.609101505602826
0.14,0.3427155,144.7967869894845
0.68,0.63513094,6.598390901789953
0.51,0.715953,40.382939693974514
0.72,0.65297043,9.309662050671044
0.63,0.5918055,6.06261624230279
0.69,0.4920072,28.694609282673262
0.63,0.6084556,3.419746292961969
0.65,0.5253962,19.169811102060173
0.7,0.60808665,13.13047919954572
0.62,0.58201164,6.127154827117919
0.72,0.5300541,26.38137605455186
0.53,0.39052075,26.31683934409664
0.18,0.43369502,140.94167682859634
0.59,0.55052286,6.691040022898523
0.82,0.70123935,14.483006407574903
0.53,0.53345305,0.6515183538760728
0.74,0.70511955,4.713574293497445
0.79,0.673718,14.719243592853791
0.33,0.42121303,27.640312368219544
0.87,0.7697395,11.52419441047756
0.81,0.74256444,8.325377805733392
0.89,0.59707546,32.912869399852966
0.37,0.45211744,22.193903536409945
0.73,0.6401609,12.306723529345367
0.63,0.5853091,7.093795519026499
0.62,0.5151413,16.912692208443918
0.8,0.80599916,0.7498949766159002
0.54,0.68151253,26.206024929329192
0.48,0.5934736,23.640336096286777
0.6,0.68337584,13.895972569783533
0.57,0.57135767,0.2381872712520217
0.49,0.53858846,9.916013114306393
0.83,0.73347193,11.629887948553243
0.58,0.4595558,20.766240563885916
0.66,0.58760834,10.968433726917619
0.72,0.6827804,5.169390969806244
0.33,0.5830916,76.69442928198612
0.62,0.67757064,9.285587264645484
0.75,0.57268876,23.641498883565266
0.27,0.39308387,45.5866186707108
0.56,0.6180484,10.365790980202801
0.79,0.7726751,2.1930256976357034
0.83,0.45136148,45.6190991114421
0.19,0.36813307,93.75424636037727
0.72,0.5112708,28.9901637368732
0.39,0.43207484,10.788421753125307
0.68,0.5744452,15.522766463896815
0.51,0.69043285,35.378989518857466
0.45,0.46826148,4.058106740315752
0.34,0.4815097,41.62049574010511
0.63,0.7084576,12.45358557928176
0.16,0.3585121,124.07006472349167
0.96,0.84950185,11.510224143664038
0.61,0.59149444,3.033698191408249
0.24,0.4465767,86.07363104820251
0.94,0.82613325,12.113483915937703
0.53,0.55266875,4.277122695490994
0.63,0.6331885,0.5061089046417714
0.59,0.60483986,2.5152307445720146
0.4,0.4161734,4.0433496236801085
0.46,0.45247543,1.6357763953830928
0.54,0.7167765,32.736387076201254
0.61,0.6813784,11.70138101108739
0.79,0.5665391,28.286188765417176
0.57,0.43850654,23.0690274322242
0.57,0.5849689,2.626127109192974
0.6,0.5132237,14.462715387344359
0.26,0.5253962,102.07547224484956
0.56,0.57329863,2.374755910464686
0.91,0.7455688,18.06936133038867
0.58,0.5488529,5.370186115133345
0.33,0.5287443,60.22553949645071
0.63,0.62023866,1.5494187672932949
0.53,0.617705,16.548110853950924
0.81,0.5832654,27.99192299077541
0.26,0.32864392,26.40150693746713
0.24,0.1625943,32.25237354636192
0.57,0.5477265,3.9076294815331094
0.84,0.53935975,35.79050614720299
0.5,0.57583135,15.166270732879639
0.65,0.5832654,10.266857880812427
0.5,0.3835485,23.290300369262695
0.86,0.6464004,24.83716371447541
0.48,0.5019623,4.575480024019881
0.86,0.8729999,1.5116170395252333
0.63,0.63113815,0.1806580831134123
0.57,0.6761098,18.615752772281056
0.71,0.78658676,10.78686781332527
0.45,0.552244,22.720890574985077
0.68,0.6432958,5.397672863567584
0.64,0.54210687,15.2958020567894
0.37,0.47909516,29.485178638148952
0.55,0.67410547,22.564630074934517
0.59,0.55636066,5.701582714662709
0.76,0.6916998,8.986868042694896
0.63,0.5298334,15.899464062282018
0.46,0.63141924,37.26505248442939
0.46,0.53025424,15.272661913996153
0.78,0.67968464,12.86094372089093
0.6,0.5027991,16.200151046117146
0.88,0.967439,9.936249527064236
0.61,0.6239808,2.291937734259936
0.36,0.55062085,52.95023719469707
0.3,0.36447448,21.491491794586185
0.4,0.42121303,5.303257703781122
0.67,0.509919,23.892688395372083
0.82,0.63487816,22.57583432081269
0.35,0.3206646,8.381538731711245
0.69,0.60665745,12.078631096991932
0.48,0.5873122,22.356712818145756
0.6,0.6825091,13.751520713170374
0.42,0.5878431,39.9626476424081
0.51,0.49779385,2.3933621013865767
0.32,0.67414993,110.67185327410698
0.62,0.53336924,13.97270271855016
0.51,0.56968,11.701955982283048
0.6,0.6675577,11.259619394938154
0.07,0.5512922,687.560258592878
0.72,0.6020388,16.383499900499974
0.78,0.6986371,10.431137451758756
0.23,0.14790478,35.69357239681742
0.73,0.68769515,5.795185533288405
0.66,0.6574696,0.3833983883713278
0.38,0.41869426,10.18269940426475
0.79,0.7334744,7.155142554753947
0.73,0.41534728,43.10311258655705
0.73,0.65360236,10.46542990697573
0.62,0.5999313,3.2368871473496954
0.4,0.6499197,62.479922175407395
0.49,0.5474303,11.720464667495419
0.41,0.5131918,25.168736388043666
0.72,0.6447389,10.45292880800035
0.74,0.67126936,9.287924702103073
0.59,0.5348929,9.340183613664008
0.52,0.5111042,1.7107257476219797
0.26,0.57372844,120.6647854584914
0.62,0.8249726,33.060101539857925
0.7,0.4682384,33.108798095158164
0.54,0.5324513,1.3979125905920022
0.43,0.4429217,3.005046068235887
0.7,0.6173861,11.801985331944053
0.65,0.42834377,34.10095801720253
0.48,0.45305902,5.612704654534654
0.3,0.4298793,43.293102582295745
0.91,0.60498375,33.518269559839275
0.59,0.73290783,24.221666384551494
0.76,0.8290454,9.084923016397575
0.38,0.5018841,32.074763900355286
0.78,0.5486542,29.65971812223777
0.41,0.50730574,23.733107636614548
0.49,0.44809347,8.552352263002978
0.7,0.57104135,18.422664914812355
0.61,0.56395954,7.547616567768031
0.53,0.5389595,1.6904722969486978
0.54,0.5793274,7.282852685009985
0.25,0.5665391,126.61564350128174
0.76,0.580313,23.643022775650024
0.7,0.6500144,7.140799931117461
0.43,0.4715575,9.664534413537316
0.97,0.89955807,7.262054915280683
0.39,0.5298334,35.85471189939058
0.7,0.67968464,2.9021944318498822
0.25,0.61437804,145.75121402740479
0.75,0.5804708,22.603893280029297
0.85,0.54694396,35.65365146188174
0.52,0.52182716,0.35137717540447183
0.49,0.55431056,13.124604127844988
0.68,0.5731951,15.706602966084207
0.66,0.5200214,21.208881970607877
0.31,0.41551512,34.037137031555176
0.78,0.63350314,18.781648843716358
0.78,0.69333476,11.110928425422086
0.87,0.64670277,25.666348687533674
0.68,0.6345248,6.687526141895975
0.71,0.54191655,23.67372546397464
0.56,0.63487816,13.371099744524264
0.75,0.5968185,20.424199104309082
0.74,0.4765631,35.599581615344896
0.54,0.5664311,4.8946490994206115
0.67,0.52690876,21.35690219366729
0.51,0.54378945,6.625381638022028
0.92,0.5849896,36.41417311585469
0.2,0.35014915,75.07457733154295
0.37,0.43264788,16.931860511367386
0.65,0.35291922,45.70473524240347
0.31,0.590658,90.53484162976665
0.65,0.69932836,7.588978914114142
0.61,0.47992045,21.32451690611292
0.61,0.5877542,3.646854103588665
0.14,0.32692966,133.52118475096566
0.64,0.6783913,5.99863715469837
0.75,0.55643964,25.808048248291016
0.91,0.95858824,5.339367311079419
0.46,0.57475084,24.945834926936932
0.74,0.5602355,24.292499954636032
0.53,0.41757095,21.21302856589264
0.79,0.78775233,0.2845151514946705
0.69,0.7394908,7.172580732815516
0.36,0.7132915,98.13653495576646
0.69,0.47310233,31.434444759203032
0.43,0.45744997,6.38371456501096
0.46,0.5828982,26.71699990396914
0.31,0.3583511,15.597132713563981
0.51,0.43853116,14.013497969683481
0.98,0.60366005,38.40203601486829
0.53,0.67876816,28.069463765846102
0.6,0.6577524,9.62539911270142
0.65,0.49096882,24.466334856473484
0.72,0.7312996,1.5693859921561384
0.41,0.6293613,53.50274923371107
0.68,0.53899,20.736761654124546
0.74,0.66080785,10.701642165312895
0.72,0.7078797,1.6833719280030957
0.75,0.48367774,35.509634017944336
0.7,0.56595176,19.149747916630332
0.74,0.68073446,8.008857353313548
0.72,0.6509746,9.586865040991038
0.71,0.63274395,10.881133146688967
0.79,0.6133535,22.36031761652307
0.55,0.60839576,10.617410052906374
0.59,0.56671864,3.945993568937652
0.49,0.49606442,1.2376376560756157
0.72,0.54378945,24.47368800640106
0.81,0.67122096,17.133215032977827
0.63,0.20078437,68.1294650312454
0.55,0.31688756,42.384080453352496
0.68,0.13769732,79.75039350635866
0.81,0.51651925,36.232191544991956
0.45,0.45656258,1.4583508173624649
0.38,0.36165679,4.827161839133816
0.45,0.63190246,40.422768063015404
0.35,0.3211797,8.234374863760806
0.44,0.4429217,0.6640222939577964
0.34,0.3336934,1.8548867281745531
0.79,0.56059086,29.039131236981746
0.25,0.5171903,106.87611103057861
0.72,0.6056277,15.88503950172
0.42,0.56147397,33.68427753448487
0.83,0.661427,20.30999746667333
0.82,0.7749055,5.499328927295958
0.4,0.5452052,36.30129396915435
0.52,0.4876309,6.224826207527751
0.8,0.73966277,7.542154192924505
0.35,0.43971103,25.63172408512661
0.94,0.5926806,36.94887516346383
0.59,0.5467347,7.333103276915463
0.32,0.7015128,119.22275424003601
0.62,0.551861,10.990163203208677
0.51,0.656155,28.65784121494667
0.39,0.5073563,30.091355397151062
0.68,0.4860416,28.523293312858137
0.35,0.4409502,25.98577567509243
0.48,0.3583405,25.34572879473368
0.55,0.5110427,7.083142887462277
0.52,0.5302634,1.9737353691687916
0.56,0.6867557,22.634949428694576
0.47,0.463637,1.3538309868345813
0.33,0.71975243,118.10679724722198
0.66,0.6585423,0.22086735927697854
0.83,0.3530001,57.46986693646534
0.45,0.4412315,1.9485579596625457
0.88,0.58182603,33.8834055445411
0.66,0.49631435,24.80085654692217
0.46,0.46622372,1.3529818990956137
0.74,0.64756155,12.491682413462046
0.61,0.75618577,23.96488033357214
0.81,0.6669994,17.654395103454597
0.44,0.78003323,77.28027972308072
0.11,0.33079368,200.72152614593506
0.45,0.51691175,14.869276682535805
0.68,0.652373,4.06279178226696
0.37,0.43293375,17.009121018487054
0.89,0.64623773,27.389018991020286
0.76,0.72075194,5.164218262622232
0.49,0.7013585,43.13438717199832
0.41,0.36095768,11.961540943238788
0.79,0.6728425,14.830062962785556
0.87,0.6610007,24.02290475779566
0.4,0.44473487,11.183717846870417
0.46,0.581512,26.415646594503645
0.75,0.64183044,14.422607421875
0.68,0.52077705,23.41514019405141
0.32,0.32863998,2.6999950408935525
0.48,0.62947184,31.13996634880702
0.8,0.6132173,23.347838222980503
0.63,0.70861894,12.479196654425728
0.81,0.5019491,38.03097877973392
0.62,0.6761098,9.049966258387412
0.62,0.6198113,0.030436054352790363
0.4,0.57510036,43.77509057521819
0.54,0.5253962,2.7044022524798423
0.55,0.4127863,24.94794455441562
0.77,0.49922687,35.16534179836125
0.64,0.6368681,0.48935636878013816
0.83,0.61560625,25.830572484487508
0.6,0.4689572,21.84046904246012
0.74,0.7277589,1.6542048067659934
0.55,0.605329,10.059814019636665
0.77,0.79176986,2.8272548279204903
0.57,0.6661212,16.863365758929348
0.61,0.7480587,22.632569954043532
0.58,0.1893445,67.35439732156951
0.65,0.5369686,17.389447872455307
0.45,0.52487594,16.639097531636555
0.29,0.39268267,35.40781777480554
0.52,0.7448708,43.24438113432664
0.69,0.6297125,8.737315647843948
0.61,0.54146206,11.235727247644641
0.47,0.44365913,5.6044411151967095
0.86,0.6218121,27.69626683967058
0.68,0.6563137,3.483276858049287
0.53,0.48646557,8.214042771537354
0.68,0.58616465,13.79931569099427
0.58,0.47496718,18.10910660645057
0.7,0.5420226,22.56820201873779
0.77,0.5782546,24.902002532760818
0.51,0.5990443,17.459671170103782
0.79,0.6163666,21.97890824909452
0.4,0.49442124,23.605310916900628
0.77,0.5420363,29.605675982190416
0.52,0.6246887,20.13243941160348
0.89,0.73124737,17.837374665763942
0.5,0.5367798,7.355964183807373
0.85,0.71489805,15.894347078659953
0.9,0.7541469,16.205902894337974
0.62,0.48572618,21.657068114126883
0.74,0.7331201,0.9297184042028467
0.74,0.74340475,0.46010081832473465
0.55,0.601405,9.346368096091522
0.66,0.5549939,15.910010988062083
0.76,0.6383011,16.013016512519435
0.67,0.7634143,13.942436317899327
0.31,0.51984185,67.69091929158857
0.57,0.5461234,4.188879749231163
0.86,0.73409426,14.64020207870838
0.71,0.51651925,27.250810072455604
0.28,0.53944385,92.65851804188317
0.14,0.5543371,295.95506020954673
0.73,0.5743629,21.320154242319603
0.53,0.65822595,24.1935761469715
0.34,0.53377885,56.99377831290749
0.78,0.4888416,37.32800086339315
0.53,0.69107956,30.39236923433699
0.55,0.5277305,4.048995538191369
0.56,0.68102294,21.61123965467724
0.38,0.63032335,65.87456590250919
0.59,0.51312214,13.030145531993796
0.48,0.6558021,36.62543147802353
0.73,0.61285806,16.046841503822638
0.73,0.43708187,40.12577076480813
0.68,0.65770143,3.279201072805075
0.37,0.48341262,30.65206037985312
0.66,0.6447389,2.312285972364026
0.47,0.5550924,18.104764755736014
0.45,0.49074942,9.055426385667587
0.71,0.73493415,3.5118522778363346
0.79,0.71579915,9.392512297328519
0.64,0.6858917,7.170576229691503
0.85,0.73958135,12.990429822136372
0.71,0.33552104,52.7435151624008
0.55,0.5498185,0.03299713134766432
0.69,0.57891566,16.099180345949915
0.53,0.66557795,25.58074492328571
0.62,0.56338346,9.13169999276438
0.65,0.65791357,1.2174716362586353
0.66,0.6432958,2.5309356776150835
0.83,0.6737461,18.825769998941073
0.59,0.5990861,1.5400179361893012
0.34,0.5183123,52.444786885205424
0.67,0.7458114,11.315134745925214
0.41,0.4813252,17.396392473360393
0.88,0.64852566,26.303902810270134
0.6,0.62111384,3.5189727942148883
0.67,0.5515462,17.679669252082487
0.32,0.21502352,32.805150747299194
0.83,0.72514963,12.63257451804287
0.33,0.39940667,21.03232470425692
0.93,0.75094056,19.253703086606922
0.57,0.6174435,8.323421394615853
0.51,0.63424295,24.361363111757765
0.44,0.32270283,26.65844884785739
0.43,0.50266683,16.89926302710245
0.35,0.56985635,62.81609875815257
0.45,0.47573102,5.718003378974065
0.37,0.6476739,75.04700132318445
0.33,0.384354,16.47090767369125
0.67,0.5478086,18.23752424610195
0.76,0.61199355,19.474532729700993
0.58,0.566441,2.337758705533777
0.66,0.538848,18.3563662297798
0.73,0.6020356,17.52937231978325
0.18,0.21074109,17.078382107946613
0.6,0.61578566,2.6309430599212686
0.83,0.63831776,23.094245324651876
0.32,0.50961447,59.2545211315155
0.57,0.6121196,7.389406154030258
0.4,0.46772516,16.931289434432976
0.46,0.52860385,14.91388082504272
0.44,0.66881967,52.00446952473033
0.57,0.6875757,20.627315420853474
0.59,0.44331253,24.86228377132092
0.54,0.7277589,34.77016378332066
0.7,0.7779266,11.13237483160837
0.53,0.7469097,40.92635433628873
0.46,0.50462484,9.70105295595915
0.24,0.35222304,46.759599447250366
0.85,0.5904067,30.540386368246637
0.61,0.7277589,19.30473515244781
0.46,0.68082356,48.00512272378672
0.59,0.5931238,0.5294565427101318
0.71,0.5594727,21.201030972977755
0.6,0.601405,0.23417075475057336
0.63,0.68730545,9.09610324435764
0.97,0.8872047,8.53559725063363
0.58,0.65009534,12.085404067203923
0.7,0.63032335,9.953807081495007
0.51,0.5921577,16.109357160680435
0.3,0.5348247,78.2749096552531
0.77,0.70595485,8.317551984415427
0.69,0.7302265,5.829929959946792
0.54,0.46117896,14.596489182224985
0.48,0.4419856,7.9196651776631635
0.63,0.53727025,14.719008264087496
0.7,0.72338474,3.3406768526349815
0.65,0.64418435,0.894715235783507
0.49,0.3279928,33.06269451063506
0.68,0.61705047,9.257283982108628
0.56,0.49544394,11.52786782809667
0.67,0.6745739,0.6826713903626339
0.52,0.66646266,28.165896122272194
0.72,0.54159015,24.779145254029164
0.84,0.45829952,45.44053361529396
0.57,0.49631435,12.927307580646707
0.66,0.67451507,2.1992528077327798
0.39,0.68676746,76.09422023479755
0.44,0.51122046,16.186467084017668
0.74,0.53899,27.163510709195524
0.64,0.6948579,8.571546152234074
0.59,0.60069793,1.8132092589038966
0.38,0.45619625,20.05164435035304
0.54,0.6660523,23.34301515861793
0.27,0.64045334,137.2049402307581
0.54,0.7759307,43.690870867835145
0.37,0.68137664,84.15584757521346
0.52,0.62618786,20.420742493409374
0.69,0.7430106,7.682692831841076
0.45,0.6353256,41.18346903059218
0.59,0.669702,13.508812451766715
0.44,0.6319462,43.624137748371474
0.65,0.6537926,0.5834799546461804
0.59,0.52255535,11.431296397063686
0.55,0.6665216,21.18574705990877
0.74,0.6755465,8.709928796098039
0.69,0.5974306,13.415856983350665
0.25,0.4677419,87.09676265716553
0.7,0.5040213,27.996959005083355
0.68,0.6398627,5.902541735593018
0.62,0.5151413,16.912692208443918
0.66,0.57416576,13.005187655940205
0.72,0.7505228,4.239276713795136
0.66,0.48367774,26.715493202209476
0.63,0.60069793,4.651121487693182
0.46,0.6235929,35.56367677191029
0.17,0.3695739,117.39640656639547
0.54,0.5186288,3.9576340604711526
0.7,0.6148408,12.165599209921696
0.49,0.5467347,11.578508299224232
0.4,0.5040213,26.00532174110412
0.63,0.6986123,10.890836942763556
0.45,0.4758963,5.754733085632322
0.37,0.4138561,11.852997058146709
0.45,0.5885638,30.79195552402072
0.28,0.31358606,11.995020083018701
0.54,0.19444844,63.99102939499749
0.7,0.68655956,1.92006315503801
0.51,0.5585339,9.516452340518725
0.58,0.5443444,6.147512896307577
0.4,0.6045712,51.14280581474303
0.57,0.80768293,41.698759898804795
0.47,0.61139226,30.083459488889012
0.89,0.7710314,13.367260707898089
0.68,0.6791602,0.12350327828351906
0.5,0.5068605,1.3720989227294922
0.72,0.6045712,16.03177454736497
0.77,0.7239203,5.984378480291988
0.65,0.6597209,1.4955227191631575
0.64,0.49667782,22.394091263413433
0.64,0.6758015,5.593986809253691
0.68,0.6121196,9.982409547357005
0.75,0.7115345,5.128733317057292
0.55,0.7426568,35.028513995083884
0.47,0.67231196,43.04509822358477
0.74,0.5636122,23.836186125471787
0.14,0.5531007,295.0719322477068
0.75,0.6331885,15.574868520100912
0.43,0.53832245,25.19126714662064
0.82,0.6888286,15.99651371560445
0.45,0.48646557,8.103460735744898
0.94,0.64196265,31.706101336377728
0.96,0.74027944,22.887558738390602
0.65,0.5348247,17.719272466806267
0.63,0.49468982,21.477806000482467
0.2,0.4596309,129.81545329093933
0.44,0.52742517,19.869356805627998
0.47,0.50204563,6.818219448657752
0.69,0.58906406,14.628396863522731
0.52,0.6818494,31.124888475124653
0.75,0.72923976,2.7680317560831704
0.72,0.5674588,21.186276608043244
0.38,0.57296294,50.779720984007184
0.65,0.51725787,20.42186627021203
0.18,0.4676559,159.80883174472385
0.58,0.6272928,8.15393308113362
0.43,0.4432701,3.086066800494528
0.47,0.4676559,0.4987452892546902
0.46,0.4248312,7.645388789798906
0.42,0.6444891,53.44978798003424
0.76,0.52498674,30.92279685171027
0.71,0.5604775,21.059507719227962
0.52,0.54694396,5.181531264231752
0.72,0.6338098,11.970860428280297
0.72,0.7168094,0.44314000341626963
0.93,0.64111733,31.062652218726377
0.32,0.36739242,14.810131490230557
0.51,0.5240175,2.748531921237121
0.73,0.68202853,6.5714339687399645
0.89,0.8898326,0.018807207600455764
0.72,0.6388855,11.265903049045134
0.77,0.67766106,11.992069962736851
0.78,0.5795665,25.696605291122047
0.55,0.55498224,0.9058627215298658
0.63,0.54467,13.544446702987429
0.59,0.47910804,18.795248209419892
0.77,0.6046037,21.48003794930198
0.4,0.5661726,41.5431499481201
0.68,0.7134504,4.919172385159653
0.36,0.33328176,7.421734597947859
0.68,0.8717816,28.203174647162935
0.62,0.5793274,6.560096048539685
0.57,0.33155376,41.83267417706941
0.23,0.24602666,6.968115205350125
0.67,0.7168094,6.986476414239223
0.6,0.5533511,7.774815956751503
0.67,0.70541346,5.285591153956165
0.69,0.85526913,23.952048412267725
0.47,0.4599579,2.136617518485855
0.54,0.7115345,31.765648170753753
0.6,0.7271071,21.18451793988546
0.8,0.7364652,7.9418480396270805
0.75,0.6320916,15.72112242380778
0.73,0.5287443,27.569276665988035
0.48,0.43743134,8.868471781412756
0.35,0.4161734,18.906685284205853
0.81,0.64367455,20.534005871525526
0.78,0.59624684,23.558097619276783
0.52,0.566441,8.930961443827698
0.68,0.5453499,19.80148588909823
0.45,0.45211744,0.47054290771484125
0.95,0.6188037,34.86277053230687
0.33,0.44137406,33.749716209642806
0.63,0.47926474,23.926232353089347
0.57,0.45389616,20.36909387822736
0.38,0.6917657,82.04361200332642
0.48,0.661427,37.79729604721069
0.88,0.5568249,36.72444061799483
0.44,0.5851105,32.979655807668514
0.64,0.53529924,16.359493508934978
0.83,0.71892345,13.38271692574742
0.76,0.5363639,29.42580267002708
0.44,0.6675577,51.7176628112793
0.61,0.7483634,22.68252060061596
0.56,0.4820134,13.926177791186749
0.55,0.5855462,6.462944637645366
0.71,0.57294106,19.30407537540919
0.68,0.6383011,6.132194925757023
0.8,0.6781325,15.23344069719315
0.34,0.42864573,26.07227353488697
0.67,0.6594087,1.5807927544437297
0.74,0.7800536,5.412650752711942
0.69,0.6369487,7.688593518906738
0.38,0.5533511,45.61871164723446
0.38,0.47382647,24.69117578707243
0.7,0.70806515,1.15216459546771
0.46,0.28571236,37.888617100922964
0.64,0.54694396,14.5400058478117
0.74,0.72291964,2.3081563614510188
0.47,0.6722047,43.02227091281973
0.23,0.41955924,82.41706101790719
0.75,0.68593484,8.542021115620932
0.28,0.6191449,121.12318447657992
0.48,0.6389692,33.1185797850291
0.81,0.64575404,20.277279100300362
0.81,0.6746693,16.70749069731913
0.41,0.46736425,13.991280881369994
0.54,0.6379975,18.14768667574281
0.57,0.56214356,1.3783220659222435
0.73,0.7243731,0.7708079194369357
0.69,0.6344569,8.049728559411083
0.7,0.5557437,20.608043670654293
0.66,0.5718152,13.361334439479949
0.9,0.7449289,17.23012261920505
0.52,0.525368,1.0323029298048718
0.87,0.7898852,9.208595067605206
0.68,0.6561927,3.501070597592529
0.62,0.55000985,11.28873440527147
0.65,0.7297691,12.272170873788683
0.77,0.44849902,41.75337351761855
0.74,0.57401705,22.430128664583773
0.5,0.64785403,29.57080602645874
0.81,0.7851677,3.0657167787905157
0.5,0.51189166,2.3783326148986816
0.66,0.5690433,13.781321409976849
0.79,0.75508785,4.419259179996543
0.8,0.7467983,6.650215387344366
0.84,0.70703626,15.829017048790337
0.63,0.50460064,19.904659664820112
0.68,0.4991756,26.591822329689478
0.33,0.38584286,16.92207871061382
0.55,0.5408127,1.6704234209927724
0.72,0.7040538,2.214747336175703
0.72,0.6428156,10.720056957668724
0.58,0.68769515,18.568128552930116
0.86,0.5695498,33.77327919006348
0.45,0.7335408,63.00906075371636
0.57,0.6022049,5.649985765156002
0.78,0.6713059,13.935141685681469
0.66,0.80643225,22.18670411543412
0.65,0.3820027,41.23035210829515
0.44,0.67298794,52.95180407437411
0.54,0.60533583,12.099228081879785
0.63,0.5706784,9.416124934241886
0.49,0.7271071,48.389205640676074
0.39,0.54046834,38.5816243978647
0.43,0.5427323,26.216813575389775
0.69,0.62256986,9.772484198860493
0.67,0.5981862,10.71847837362717
0.73,0.5529657,24.25127388679818
0.69,0.58962315,14.54736910004546
0.25,0.47436744,89.74697589874268
0.81,0.5759427,28.895963562859436
0.43,0.6501846,51.20571435883988
0.4,0.49501395,23.75348806381225
0.77,0.50462484,34.46430602631011
0.5,0.51725787,3.4515738487243652
0.59,0.6275076,6.35722491700771
0.26,0.53966403,107.56308849041278
0.39,0.5411327,38.75197141598432
0.48,0.73347193,52.806652088960014
0.47,0.5118407,8.902276830470315
0.77,0.68337584,11.249891504064784
0.56,0.62544996,11.687492047037386
0.56,0.580074,3.584645049912579
0.61,0.48683375,20.191188327601697
