release_year,length,genre,rating,imdb_votes,gross_US_CA,imdb_score
2011,110,0,13,35043,10.32,5.8
1963,192,4,4,34996,57.78,7.0
1999,105,5,11,34995,52.89,5.5
2000,99,0,13,34976,33.02,4.9
1987,111,5,11,34974,67.0,6.5
1986,101,5,19,34969,8.03,5.6
2010,109,6,13,34899,0.21,6.1
1979,118,0,10,34852,31.76,5.8
2006,132,0,13,34844,0.45,6.4
1994,83,5,10,34841,0.13,3.5
2018,92,12,13,34837,8.78,6.0
2003,97,6,13,34815,12.21,6.6
1987,104,7,10,34798,4.54,8.0
2003,101,7,13,34792,8.24,6.9
1996,100,0,10,34788,17.3,5.0
2010,112,4,13,34776,1.12,7.1
1987,88,5,10,34776,14.79,7.4
2002,132,0,11,34767,18.31,6.5
1987,108,4,11,34744,54.22,6.9
2000,107,0,11,34731,15.22,3.6
2020,116,0,9,34715,1.23,5.5
1983,84,12,13,34701,11.0,6.2
1955,125,7,9,34700,0.54,8.2
2012,101,0,11,34699,25.89,5.1
1983,121,0,10,34686,16.52,6.1
2015,122,5,10,34665,33.08,6.5
2005,91,5,13,34649,0.2,7.0
2006,92,0,11,34627,18.84,4.7
2018,94,4,11,34591,36.25,5.3
2007,95,6,13,34554,0.03,6.7
1981,123,0,13,34529,11.49,7.4
1989,101,0,11,34519,43.25,6.0
2010,109,5,10,34498,29.2,6.1
1978,132,3,10,34463,0.92,6.2
1993,96,0,10,34457,42.66,4.8
2017,110,2,13,34453,0.0,6.7
2008,113,0,13,34451,0.55,7.5
2011,127,7,13,34424,0.3,4.7
2006,101,5,9,34389,1.99,6.4
1998,97,2,10,34371,18.32,5.8
2015,88,6,13,34368,0.13,6.3
1996,96,12,11,34344,27.66,4.5
2004,87,7,13,34342,0.04,7.2
2018,164,7,9,34294,11.85,7.0
1993,87,9,13,34240,15.94,4.1
2000,119,0,13,34212,6.06,6.6
2017,106,6,13,34211,0.32,7.1
2014,122,7,13,34182,2.43,6.6
2012,125,7,13,34180,5.13,6.4
2007,100,7,13,34157,0.06,6.2
2017,116,7,9,34154,0.15,7.0
2005,90,5,13,34150,0.67,6.7
2013,96,7,9,34139,0.44,6.5
2017,127,7,13,34122,0.57,7.6
2015,91,5,13,34117,10.21,5.4
2019,107,0,9,34102,3.96,7.0
2014,110,0,11,34093,0.02,5.4
2001,84,2,11,34088,5.0,5.7
1991,119,3,10,34083,0.45,7.6
1986,96,5,11,34079,91.26,6.6
1990,110,7,13,34069,26.1,6.5
2006,112,5,11,34028,38.36,6.5
2006,115,5,11,34014,37.44,6.2
2002,98,5,13,33999,4.68,6.9
2020,105,7,13,33993,2.39,5.0
2014,96,5,13,33991,0.01,6.3
1998,123,0,11,33976,13.98,4.9
2005,120,7,13,33957,0.07,6.3
2013,99,0,13,33926,0.01,6.1
2015,95,7,13,33903,4.25,7.1
1972,88,0,10,33902,9.81,6.1
1992,142,7,10,33897,25.97,7.4
1996,112,5,13,33882,10.6,7.1
1976,134,2,10,33864,52.61,5.9
2005,97,5,11,33855,19.3,5.0
1996,117,5,11,33831,20.1,6.1
2006,168,0,9,33807,2.1,7.1
2015,88,5,13,33798,0.7,7.1
2019,109,5,10,33791,25.5,7.5
1986,98,0,13,33785,7.43,5.4
1998,93,7,13,33773,16.57,5.9
1991,125,7,10,33773,2.6,8.1
2018,104,0,11,33763,12.7,5.7
1959,90,7,9,33735,0.09,7.9
2010,123,5,11,33724,4.43,7.3
1972,123,0,10,33709,36.73,7.3
1999,126,7,13,33696,34.1,6.5
1995,109,5,11,33686,36.47,6.6
2019,154,4,9,33676,2.27,7.9
1990,110,5,11,33674,35.42,6.7
1998,130,7,13,33660,9.47,7.6
2009,105,0,11,33645,23.04,5.5
2015,114,5,9,33625,0.09,7.1
2004,95,7,11,33620,0.55,6.1
1935,96,5,12,33607,2.54,7.8
1999,89,6,13,33589,3.19,6.9
1963,102,7,9,33572,0.04,7.5
2012,116,4,10,33549,6.0,7.1
1987,79,0,11,33532,3.77,6.9
1978,107,12,13,33506,3.88,6.2
2008,213,0,9,33503,3.44,7.5
2011,101,7,14,33493,0.04,5.3
2005,130,6,11,33493,1.99,6.8
2009,109,7,11,33471,22.93,5.6
1973,72,3,10,33470,0.19,7.7
2017,97,5,11,33462,27.02,5.8
1991,95,5,11,33458,28.86,6.7
2011,87,5,9,33436,0.0,6.3
1986,112,4,13,33432,2.83,7.0
2013,140,7,9,33415,0.88,7.6
2001,111,7,13,33403,11.43,6.7
2009,96,2,13,33396,2.53,7.5
1987,90,5,10,33377,42.72,5.9
2011,99,5,10,33377,52.7,6.5
1968,138,7,10,33323,38.9,7.6
1997,94,5,10,33305,13.8,6.6
2000,103,3,13,33292,0.15,7.6
2002,94,0,13,33286,12.76,6.1
2017,95,0,13,33269,20.78,5.6
2010,126,0,9,33260,4.63,6.2
1991,108,7,11,33257,43.0,6.7
2005,95,2,10,33254,82.67,4.7
2002,111,5,13,33248,3.08,7.0
2016,118,0,13,33240,0.18,5.2
1979,123,7,13,33235,37.82,7.8
2019,125,0,16,33220,5.88,5.9
1988,99,0,13,33220,18.87,6.0
1973,112,5,13,33189,0.96,7.5
2002,109,7,11,33125,16.35,7.1
2018,91,7,11,33120,9.56,6.6
2012,105,7,13,33110,0.35,7.4
2006,85,9,11,33109,23.09,5.0
1994,102,5,10,33064,50.24,6.2
1992,97,12,13,33058,12.53,5.5
1960,90,7,9,33044,0.05,7.6
2017,114,7,13,33025,3.48,6.6
2007,87,5,11,33016,0.24,6.6
2017,107,4,13,33008,14.11,6.9
2008,92,5,13,33001,2.93,6.4
1995,104,0,13,33000,4.06,5.3
2008,87,12,11,32984,26.88,4.0
1991,109,5,10,32976,23.56,6.5
2009,108,7,11,32948,68.26,5.0
1995,98,12,13,32944,9.42,5.6
1997,95,7,9,32943,0.31,7.7
2000,106,0,11,32920,35.05,5.6
1980,114,2,10,32919,49.82,5.3
1972,108,2,5,32910,47.74,7.6
1981,109,7,10,32898,119.29,7.6
2014,119,5,13,32888,0.46,6.6
2011,92,7,9,32847,0.02,7.5
2016,99,7,13,32791,1.49,7.1
1987,95,7,11,32784,18.55,7.0
1991,118,5,13,32779,22.77,6.7
2008,114,5,11,32779,31.2,6.0
2008,95,6,13,32771,0.11,5.9
2013,120,7,13,32748,2.01,6.6
2011,123,7,13,32723,0.76,6.1
1992,118,2,11,32710,21.45,5.1
2004,99,5,11,32705,3.83,6.4
2005,95,0,13,32701,0.05,6.2
2017,104,7,9,32697,0.34,7.6
2007,122,7,9,32688,0.74,7.7
1974,104,0,13,32665,2.49,7.6
2018,136,2,13,32650,0.39,7.3
2006,106,5,11,32650,1.5,7.0
1998,117,5,13,32643,0.01,6.8
2006,115,0,13,32625,0.42,6.6
2004,90,6,13,32622,0.6,7.2
1971,98,0,10,32615,8.72,6.4
2014,96,16,11,32608,0.51,6.2
2003,89,0,10,32591,66.93,4.5
1988,115,6,13,32564,41.29,6.0
1993,107,7,13,32562,36.3,5.1
2004,97,0,11,32540,32.24,4.7
2015,102,5,13,32538,1.48,6.8
1997,103,7,13,32534,1.54,7.3
1989,86,0,13,32530,10.17,5.0
2003,86,9,11,32491,32.55,4.9
2006,90,3,10,32486,72.78,5.6
2012,92,5,13,32480,3.09,6.6
1993,180,6,13,32477,4.5,7.9
2004,106,0,13,32448,4.43,6.5
1996,133,4,13,32447,11.09,7.1
2018,85,12,13,32442,24.43,5.2
2011,100,4,13,32441,1.8,6.7
1968,134,4,10,32433,22.28,7.9
2007,88,6,13,32433,0.34,6.4
2007,96,0,11,32420,1.78,7.0
1987,133,5,13,32416,51.25,7.2
2013,93,5,13,32408,2.96,6.7
2009,138,5,9,32400,0.72,7.6
2005,98,5,11,32395,43.89,5.9
2013,90,0,13,32372,0.15,6.9
2016,103,4,9,32350,0.04,7.3
1994,121,0,13,32343,30.16,6.2
2002,102,5,11,32325,75.78,6.3
2015,106,4,13,32320,5.35,7.0
2001,106,5,11,32294,40.22,6.4
2012,92,5,10,32289,44.34,5.1
1994,107,0,10,32193,8.91,4.5
2022,93,0,13,32190,31.85,5.6
2007,97,5,11,32162,11.04,6.4
2020,87,9,11,32151,15.35,5.5
1996,93,9,13,32123,15.17,5.8
2019,102,0,10,32105,60.48,6.1
1995,98,0,13,32081,16.12,6.4
2006,93,5,13,32072,0.16,5.6
1954,79,12,4,32065,1.3,6.9
2005,108,7,11,32061,8.59,7.0
2016,94,5,11,32044,59.69,6.0
2009,104,5,11,32040,6.67,7.4
1973,93,0,4,32030,8.84,5.4
1989,84,5,10,32030,11.57,4.4
2004,127,7,13,32015,0.18,7.4
2002,104,7,11,32004,40.39,5.7
2018,110,6,13,31944,0.77,7.0
1967,108,19,9,31902,17.55,7.7
1997,87,0,9,31890,0.0,7.8
2007,99,0,13,31882,0.01,6.2
2005,120,4,10,31867,15.33,7.4
2013,100,4,10,31867,10.73,7.3
1981,116,7,10,31864,10.85,6.6
1993,120,0,11,31857,35.11,7.0
1990,90,2,13,31839,13.99,6.4
1998,105,4,13,31830,6.39,7.3
1970,113,7,13,31829,0.54,7.9
1972,107,0,13,31825,1.29,7.2
2002,94,5,13,31802,8.59,4.9
1990,81,5,10,31792,53.47,5.4
2003,108,5,13,31788,3.2,6.3
1992,76,3,4,31783,24.65,6.5
1995,192,4,13,31758,13.56,7.1
1997,107,0,13,31746,25.83,6.1
2005,89,7,11,31707,46.75,4.2
1992,94,7,13,31690,0.62,6.7
2015,98,7,11,31686,0.12,6.0
2013,122,5,11,31657,44.47,7.5
2019,97,3,10,31655,41.66,6.4
2007,96,5,13,31642,4.43,6.7
2018,95,5,13,31616,4.33,7.4
2004,99,5,11,31613,12.18,4.8
2015,101,7,11,31597,0.03,6.0
2015,106,4,13,31593,2.99,7.2
2019,150,0,9,31575,2.97,4.7
1988,142,5,13,31573,0.28,8.1
1989,122,7,10,31535,43.86,6.4
1947,87,6,9,31518,0.01,7.5
2003,106,7,13,31485,5.38,6.2
1961,100,12,9,31476,2.62,7.8
1979,122,7,10,31424,51.72,7.4
2009,101,12,13,31423,11.96,5.1
2002,103,6,13,31395,0.76,7.0
2006,88,5,13,31391,13.37,5.8
1995,111,7,11,31378,30.86,6.6
2015,125,7,13,31342,1.98,6.4
1997,96,7,9,31310,0.19,7.7
1992,154,2,11,31304,7.19,6.4
2009,144,5,9,31285,0.01,7.9
2008,98,0,13,31250,0.1,6.2
2004,88,5,10,31249,9.11,1.5
2009,88,0,11,31246,15.99,5.7
2011,97,7,9,31234,0.46,7.6
2006,113,4,13,31227,1.0,6.9
1992,99,5,11,31203,18.47,6.7
2007,85,6,13,31196,0.49,6.6
2005,100,5,10,31160,16.25,5.4
1990,96,0,13,31159,47.41,5.8
2013,101,0,13,31133,0.06,6.4
2018,111,0,13,31109,4.97,6.1
2008,116,2,9,31098,1.0,5.2
2012,101,12,13,31083,1.16,5.2
1995,102,5,11,31070,27.4,6.8
1995,106,0,13,31030,24.05,5.5
1994,95,5,13,31022,7.88,6.8
1998,97,5,13,31012,0.3,7.4
1981,109,0,13,30982,17.37,6.6
2008,99,5,13,30969,2.08,6.9
2013,106,12,13,30934,0.0,5.7
2001,93,5,13,30889,6.29,6.2
2011,103,0,9,30839,1.53,7.5
2006,85,6,9,30809,0.14,6.4
1985,111,0,13,30783,7.94,7.2
2006,88,4,10,30780,2.98,7.0
2017,161,0,9,30778,5.56,5.9
1976,103,5,10,30736,33.83,7.2
2009,105,0,13,30725,1.26,7.1
2005,116,7,11,30705,1.05,7.7
1998,91,0,13,30703,27.05,6.0
2012,105,5,11,30697,13.1,5.7
2018,109,6,19,30696,0.01,6.5
2004,104,5,13,30653,4.99,5.6
1980,103,7,10,30634,9.71,7.2
1985,120,4,11,30609,48.23,7.2
1989,137,4,11,30607,10.16,7.5
1993,171,7,13,30600,5.22,8.1
1996,135,7,13,30587,13.27,7.4
2006,93,5,10,30587,35.09,5.0
2018,121,0,13,30574,1.53,6.2
1969,85,5,10,30556,0.72,7.2
2000,111,7,13,30553,9.18,7.5
2009,114,3,10,30507,0.08,7.4
1988,104,5,13,30495,12.79,6.3
1989,101,5,13,30463,4.09,7.0
2008,133,0,13,30457,0.28,7.4
2000,117,0,13,30348,30.21,5.7
2014,124,7,13,30348,1.81,6.7
1992,117,5,13,30313,70.1,5.6
2015,104,4,11,30306,10.02,6.7
1997,95,5,10,30302,23.69,5.7
1997,97,0,13,30301,41.07,6.2
2013,112,2,11,30284,0.51,7.1
1960,89,7,9,30257,1.53,8.1
2001,109,5,13,30249,13.73,6.1
1970,125,7,9,30248,0.04,7.2
1972,89,7,4,30243,0.69,6.6
2010,100,5,13,30220,0.22,6.7
2007,105,12,13,30212,7.5,3.6
2010,84,2,13,30208,0.26,6.6
1991,103,5,11,30161,43.88,5.9
1993,115,7,11,30145,24.76,6.7
2010,129,5,11,30141,3.21,7.4
1998,115,7,11,30135,56.7,6.6
2004,89,5,10,30134,29.33,4.7
1998,93,0,13,30109,19.17,4.5
2013,100,7,13,30108,0.75,6.2
1993,96,5,11,30084,10.34,4.4
1996,98,0,13,30079,3.79,3.5
2003,86,5,11,30072,15.55,4.7
2006,100,5,11,30064,17.8,5.9
1992,108,5,13,30047,10.56,7.5
1997,127,4,10,30025,35.42,6.8
1971,102,7,13,30024,11.8,6.9
1995,96,7,10,30016,35.62,6.0
1993,271,7,10,29992,10.77,7.6
2017,89,3,10,29977,73.92,6.2
1999,83,0,13,29963,10.43,4.2
2007,159,5,9,29962,1.07,7.4
2018,105,7,11,29942,1.03,6.8
1986,117,2,10,29936,14.3,6.6
1991,136,4,13,29932,49.11,6.8
2008,119,5,11,29928,44.09,6.2
1994,112,7,11,29919,33.68,6.5
2006,90,12,11,29904,20.26,4.7
1999,124,5,13,29878,8.41,6.0
1989,97,5,11,29874,6.16,6.9
1998,114,0,10,29858,50.63,5.7
1981,97,5,10,29840,95.46,6.9
1969,127,6,7,29822,0.08,8.2
1996,84,5,13,29797,2.92,7.4
2008,108,6,13,29794,0.0,6.1
1996,102,6,13,29789,0.3,6.8
2001,108,0,11,29764,10.97,6.1
1990,102,5,13,29754,11.54,7.2
1998,87,0,13,29715,18.97,6.1
2001,132,4,11,29695,30.17,6.5
2017,87,5,11,29694,3.61,5.8
2006,103,5,11,29687,26.87,6.3
2014,111,7,11,29685,0.14,7.1
2010,101,7,9,29681,0.06,7.1
2017,101,7,11,29651,1.4,6.2
2014,109,12,9,29643,0.05,6.7
2015,134,7,13,29641,0.08,6.4
2006,93,5,13,29633,0.3,6.7
2000,98,5,11,29632,15.62,5.3
2016,104,5,11,29621,0.69,7.6
2003,99,5,13,29607,3.43,7.5
2009,108,0,11,29602,12.23,5.6
1994,107,5,10,29571,19.29,6.4
2014,129,4,11,29571,1.82,7.2
2009,120,4,13,29571,7.44,6.7
2002,99,9,13,29560,0.5,6.6
1992,95,0,13,29558,6.74,5.9
2014,109,7,13,29535,0.18,5.4
2014,133,6,9,29512,0.53,7.6
2001,87,3,10,29492,0.19,7.8
1990,113,0,13,29490,31.05,5.8
1998,143,5,13,29474,38.97,6.7
1995,122,7,13,29459,17.38,7.3
2016,120,0,9,29458,1.92,6.8
2002,94,4,10,29445,6.17,7.4
1993,103,5,10,29443,53.58,6.1
1986,93,5,13,29431,71.62,6.9
2011,116,5,13,29419,1.24,6.5
2012,88,2,9,29407,0.04,6.5
2012,112,7,13,29399,0.59,5.8
2016,107,0,11,29380,36.87,6.3
1986,149,7,10,29374,0.3,7.9
2010,122,6,11,29349,11.54,6.9
2010,123,4,10,29342,59.71,7.2
2005,88,5,10,29337,53.41,5.4
1963,104,0,4,29331,4.58,7.3
1985,95,12,13,29321,5.4,6.4
1990,107,0,11,29314,27.44,6.9
1980,111,5,13,29291,101.3,6.7
2014,85,3,10,29275,64.25,5.7
1989,110,5,13,29264,0.37,7.5
2018,91,0,13,29250,20.71,5.4
1996,118,7,13,29245,4.57,6.5
1991,107,6,13,29229,38.02,6.8
2007,118,7,13,29216,3.29,7.1
2019,118,6,9,29213,1.86,7.8
2018,104,5,11,29212,68.57,6.1
2018,100,3,10,29208,30.71,7.7
2004,141,7,11,29207,0.68,8.0
2001,96,12,13,29188,20.38,4.9
1964,102,5,10,29182,12.37,7.4
2014,110,4,11,29182,2.72,7.4
1966,91,0,9,29172,0.03,7.2
2015,88,12,13,29172,18.3,4.6
1995,124,0,11,29159,10.02,5.7
2011,106,5,11,29141,0.01,6.2
2014,91,7,13,29131,0.03,6.4
2015,139,5,9,29131,1.98,7.3
1978,125,7,13,29111,19.0,7.0
1997,134,4,11,29110,5.53,7.0
1993,109,0,13,29102,30.04,6.1
2013,103,0,13,29090,0.01,6.3
1995,100,5,10,29076,17.69,6.6
1975,80,0,13,29059,8.0,6.2
2014,160,0,9,29053,0.71,7.2
2008,92,5,11,29048,12.29,7.0
1990,110,6,13,29041,13.45,6.9
2006,120,7,11,28996,3.96,7.2
2002,101,7,13,28977,12.99,7.0
1970,116,2,5,28959,11.5,7.0
1964,91,7,9,28929,0.03,7.8
2012,112,5,13,28928,1.06,6.4
2005,94,6,13,28886,2.91,7.2
2014,98,7,11,28882,26.5,4.8
1999,99,0,13,28876,14.01,5.0
1997,110,12,13,28867,33.96,5.8
1996,98,7,11,28843,12.78,6.7
2006,95,12,13,28842,16.24,4.6
2002,85,5,13,28839,32.98,5.8
2013,85,3,17,28820,2.55,7.1
2000,122,4,13,28813,8.6,7.0
2015,93,0,9,28783,0.05,6.7
2004,86,7,11,28774,14.16,5.9
2019,117,5,13,28773,54.61,5.3
2004,84,0,11,28770,21.22,4.1
1993,89,5,10,28761,53.35,4.9
2018,103,5,11,28755,39.28,5.8
2013,137,7,13,28742,1.02,6.3
2014,108,0,13,28739,0.0,6.4
2002,98,0,11,28730,18.99,3.1
1998,114,7,11,28710,60.05,6.0
2003,91,5,11,28708,17.51,7.2
1983,113,6,13,28671,34.73,6.5
2003,127,2,13,28663,4.43,6.4
2016,84,7,11,28649,0.03,6.8
1998,82,5,11,28624,9.98,6.4
2004,95,5,11,28615,17.07,5.6
2018,114,4,13,28614,1.44,6.8
1995,95,0,10,28609,38.19,5.2
1995,101,5,11,28588,71.52,6.6
1995,115,6,13,28576,0.53,6.7
1954,124,7,9,28556,21.75,7.7
2010,174,0,9,28541,4.37,7.1
1996,97,5,11,28517,34.07,6.3
2007,106,5,11,28506,3.57,6.7
1996,88,5,11,28505,26.76,4.4
1956,175,2,4,28496,42.0,6.7
1966,126,7,12,28489,12.97,7.5
1993,92,5,13,28485,8.56,4.8
1978,114,0,10,28483,106.0,6.3
1992,94,5,10,28469,11.74,7.2
2013,141,4,11,28456,8.32,7.1
2016,117,4,13,28452,4.85,6.8
2017,107,4,10,28451,1.74,7.1
2002,96,6,13,28435,0.08,5.3
2017,88,0,13,28425,1.8,6.2
1992,95,0,13,28411,20.15,7.0
2017,105,6,11,28386,4.22,6.6
2012,84,12,13,28378,0.03,5.7
2019,90,2,11,28365,22.26,5.0
2004,103,8,10,28357,10.41,5.8
2011,107,0,11,28342,37.92,4.4
1985,93,5,13,28322,19.44,6.1
1984,132,2,10,28322,8.6,7.0
1986,91,12,11,28307,41.0,5.6
1983,125,7,9,28289,0.01,8.0
1973,106,7,4,28272,24.48,7.3
1975,113,5,4,28265,41.83,7.0
1995,108,12,13,28258,5.78,6.3
1997,106,5,13,28257,1.69,6.9
1997,117,0,13,28254,31.99,5.6
1982,136,0,10,28241,46.71,5.9
2004,95,7,11,28238,40.07,3.8
2012,99,7,13,28185,1.07,7.4
1973,116,5,10,28136,0.39,7.3
2020,93,3,10,28129,2.19,5.6
2015,118,7,13,28121,0.56,5.6
1995,102,0,13,28106,36.85,6.4
1990,120,0,13,28100,21.63,5.9
2011,87,7,11,28095,1.38,7.4
2006,152,0,9,28091,2.64,6.5
1982,136,5,13,28083,29.71,7.1
2005,120,4,9,28069,0.68,7.6
2009,119,4,10,28024,4.44,6.9
1971,99,0,13,28015,0.04,6.9
2008,104,5,13,27998,1.09,5.6
2001,89,6,11,27985,45.25,5.6
2014,116,0,13,27985,0.05,7.1
2005,98,5,4,27957,24.38,6.0
1988,129,4,11,27945,24.72,7.0
2018,103,6,9,27941,0.15,7.2
1988,120,0,13,27931,46.62,6.7
2006,84,0,13,27908,15.03,5.0
2005,90,7,11,27908,10.05,5.8
1986,85,12,13,27896,1.26,6.6
2011,90,5,13,27873,1.57,6.7
1982,92,3,4,27870,6.46,7.3
1997,88,0,11,27869,12.67,6.2
2007,108,4,13,27857,9.18,6.6
2000,97,6,13,27798,28.93,5.3
2015,104,2,13,27781,29.47,6.3
2014,93,5,13,27768,0.09,6.1
2010,87,5,9,27739,0.26,7.5
2002,114,7,13,27730,4.89,7.7
2014,99,4,10,27726,91.44,5.8
1996,104,0,10,27726,22.94,5.4
2003,87,5,11,27720,15.59,5.3
2002,99,2,10,27702,81.17,5.2
2006,124,5,11,27699,15.27,5.9
2015,84,5,13,27696,2.46,6.7
1990,74,3,4,27693,18.12,6.8
2017,101,3,10,27663,59.28,6.0
2010,93,5,13,27617,0.05,6.7
1999,119,5,13,27616,8.89,6.7
1980,117,6,13,27603,23.0,6.3
1988,123,5,11,27597,57.04,6.9
1998,113,5,13,27567,5.03,6.3
1983,97,7,13,27553,5.98,6.6
2007,84,5,13,27550,20.34,5.9
1998,87,0,11,27542,9.62,6.0
1987,117,0,13,27523,65.67,6.7
2003,110,0,13,27504,0.07,6.4
1971,114,6,13,27498,17.44,7.1
1999,86,5,13,27495,3.07,5.6
2009,105,5,13,27495,0.07,6.4
2002,112,5,11,27453,4.84,6.5
1976,139,7,13,27450,0.1,6.6
1990,119,7,10,27437,1.96,7.7
2012,94,5,10,27433,49.01,6.3
2016,148,6,9,27419,1.09,7.0
2019,93,3,10,27394,16.65,6.7
2015,111,2,10,27387,42.65,6.6
1980,109,5,13,27361,69.85,6.2
2019,92,9,13,27335,14.86,5.9
1984,103,2,10,27334,6.25,6.2
2018,99,5,13,27324,30.62,6.0
2007,126,0,13,27299,0.13,7.0
2000,103,7,11,27289,37.75,5.6
1985,101,0,13,27234,11.6,6.1
1975,160,5,13,27234,14.82,7.6
2017,108,4,13,27232,1.59,7.0
2016,132,5,9,27215,2.61,7.7
1994,105,5,10,27209,30.63,5.6
1998,91,5,10,27178,24.79,7.3
2003,108,5,11,27153,31.04,6.9
1991,75,3,4,27148,22.17,6.5
2013,93,5,13,27137,0.52,6.1
1946,93,7,9,27122,0.3,7.9
2018,140,5,11,27114,1.66,7.9
2010,105,5,9,27090,0.5,6.7
2014,96,5,9,27080,0.02,7.0
1972,85,5,10,27076,2.3,7.6
2014,102,5,13,27075,25.28,6.4
2009,100,6,13,27060,0.17,6.7
1968,85,3,4,27050,0.99,7.4
2011,95,7,9,27049,0.1,7.6
2014,88,0,13,27012,0.06,5.7
1988,105,5,11,27012,13.85,5.4
2016,92,5,13,27005,17.78,5.6
1956,133,4,4,27002,21.3,7.4
2016,92,12,13,26999,3.76,5.2
2002,103,5,11,26970,14.45,5.7
1999,97,5,10,26942,27.14,2.5
2008,114,7,11,26941,37.77,7.2
1996,95,0,11,26901,21.6,5.6
1983,93,5,13,26900,10.1,6.4
1958,91,6,9,26883,0.11,7.9
2001,97,5,11,26878,27.34,6.0
1987,92,9,13,26844,14.0,6.0
2016,70,3,11,26819,0.29,7.8
2017,137,0,9,26812,1.53,7.9
2010,100,0,13,26744,5.66,6.2
2008,111,0,13,26732,0.01,5.2
1993,109,7,13,26728,14.54,6.3
2016,109,4,10,26726,61.71,7.1
2017,94,3,11,26716,0.31,7.7
2010,92,12,13,26692,0.02,4.9
2006,82,3,4,26690,37.38,5.2
1990,89,2,10,26686,17.37,5.1
1938,126,5,12,26686,4.66,7.8
1985,91,7,13,26681,2.12,6.7
2017,125,5,13,26678,0.97,6.9
1952,89,7,9,26677,0.07,8.2
1998,108,5,13,26659,26.53,6.8
1974,115,0,13,26657,25.0,7.0
2003,81,5,10,26633,4.92,1.9
2000,110,6,13,26631,0.26,6.4
2011,89,0,10,26628,38.54,3.5
1985,94,5,11,26620,13.09,6.3
1987,110,0,13,26612,13.84,6.7
2004,119,7,13,26595,0.16,7.1
2014,87,7,13,26581,0.01,5.7
1986,120,5,10,26559,4.94,8.1
1988,98,9,13,26555,19.6,6.4
2011,90,12,11,26542,18.87,4.0
1974,155,7,13,26539,13.34,8.1
1975,125,0,3,26506,30.0,6.6
2011,63,3,4,26505,26.69,7.1
2015,94,7,13,26454,0.64,7.4
1970,140,6,9,26414,0.37,7.9
2014,150,4,13,26406,3.96,6.8
2017,104,7,13,26406,2.02,7.2
2014,149,5,9,26386,2.22,6.9
2002,95,0,11,26380,4.42,3.8
2003,111,5,13,26318,0.24,7.6
2014,96,7,9,26313,0.1,7.9
1965,99,7,9,26305,0.05,7.0
2012,105,5,10,26292,77.27,6.0
2005,83,7,11,26292,16.3,5.0
2017,116,7,13,26284,0.03,6.3
2019,109,2,10,26269,22.78,7.4
1996,107,2,10,26265,24.51,6.9
1973,104,5,13,26244,3.19,7.5
2013,121,7,9,26242,0.28,7.8
1971,100,2,5,26238,0.02,7.6
2012,89,3,10,26224,57.01,5.8
1993,109,4,11,26219,20.1,6.5
2006,118,7,11,26193,34.74,6.6
1971,120,7,13,26184,8.2,7.6
2006,100,6,13,26173,0.52,6.9
2011,100,5,11,26160,0.2,6.1
1994,108,0,11,26160,32.06,6.0
1999,116,5,11,26144,16.07,6.4
2017,137,5,9,26142,1.63,7.2
2005,83,0,11,26137,8.33,5.5
1993,107,6,13,26136,46.04,6.4
2001,114,5,13,26118,13.88,7.3
1991,94,5,11,26115,8.48,5.1
1993,120,6,13,26108,15.19,6.2
2004,125,6,13,26105,3.75,7.6
1984,84,5,10,26081,10.6,7.4
2010,154,5,9,26071,0.21,7.1
2014,108,5,13,26065,4.4,6.1
2002,97,6,13,26065,0.77,7.0
2011,97,5,13,26060,0.0,6.2
2004,91,5,11,26046,11.66,5.4
1972,93,5,8,26045,0.18,6.0
2008,97,6,13,26037,2.51,7.1
1992,106,7,11,26032,14.72,6.9
2012,101,5,13,26022,0.3,7.0
2004,102,0,11,26019,14.38,4.8
1988,110,5,10,26018,21.63,5.7
2007,115,7,11,26015,61.36,5.4
1997,98,5,13,25979,26.57,5.1
2000,173,7,9,25973,1.14,8.1
2002,80,2,10,25971,40.36,3.3
1994,100,5,10,25965,26.37,6.2
2006,84,5,13,25964,4.61,5.9
2018,170,0,9,25961,3.51,8.2
2004,98,5,10,25949,6.58,6.8
2014,90,5,11,25948,0.01,6.5
1954,102,5,3,25945,9.4,7.3
1964,95,5,9,25937,0.04,7.6
1983,91,5,10,25931,64.8,6.6
2004,95,4,13,25897,0.7,6.9
2001,93,5,13,25884,4.92,6.0
1992,102,5,10,25874,58.5,6.1
2014,84,5,13,25870,3.12,6.7
2019,118,5,11,25860,11.9,6.9
1994,90,3,4,25852,9.77,6.4
1992,99,5,11,25832,14.36,6.0
1990,125,5,13,25766,15.69,5.6
2000,133,4,13,25739,4.22,7.2
1977,117,12,13,25731,30.75,3.8
1944,113,5,12,25727,7.57,7.5
2002,108,6,13,25721,22.43,6.1
1974,144,7,10,25712,6.74,6.4
2007,101,2,13,25680,0.97,6.8
2004,93,5,11,25679,10.39,5.6
2008,98,12,13,25673,0.14,6.4
1994,103,7,13,25663,2.1,7.2
1970,122,5,13,25625,24.91,7.1
2007,113,5,13,25621,18.88,5.9
1988,86,9,13,25615,4.39,6.2
2016,90,5,10,25611,14.01,6.4
2008,97,7,11,25610,41.85,6.0
2010,134,5,13,25594,7.5,7.3
1990,98,0,11,25593,16.25,5.9
1994,97,5,13,25590,11.44,6.9
2006,105,7,13,25587,1.31,6.0
1999,99,5,13,25557,0.1,7.1
2018,148,0,9,25555,5.57,6.1
