aud,predicted_aud,percent_diff
0.76,0.6230175,18.02401448550977
0.63,0.59673834,5.2796288142128605
0.74,0.7177973,3.0003676543364644
0.77,0.6740423,12.462040975496368
0.43,0.55336946,28.690572672112044
0.33999999999999997,0.6602395,94.18809343786802
0.7,0.63917357,8.689490386417928
0.64,0.7305362,14.146284759044644
0.38,0.48969248,28.866441940006457
0.4,0.73976547,84.941366314888
0.1,0.6279736,527.9736161231995
0.62,0.6275493,1.2176275253295905
0.7,0.6989413,0.1512442316327713
0.73,0.71587616,1.9347723216226633
0.75,0.6822429,9.034283955891928
0.5900000000000001,0.7328236,24.207391577251872
0.8099999999999999,0.67557675,16.595463399533866
0.75,0.7026967,6.307109196980794
0.36,0.61496437,70.82343498865764
0.6,0.6400699,6.6783169905344675
0.82,0.8355544,1.8968806034181236
0.55,0.7557708,37.41287318142977
0.6599999999999999,0.61243665,7.20656785097988
0.53,0.6212787,17.222396832592075
0.71,0.66555977,6.259187510315797
0.77,0.74511653,3.2316192404016295
0.71,0.6603029,6.999594728711621
0.8300000000000001,0.7275035,12.348978490714575
0.8,0.64514965,19.35629397630692
0.53,0.6563482,23.839288387658453
0.72,0.77439713,7.555157608456086
0.67,0.76081157,13.553965269629629
0.48,0.7326894,52.64362096786499
0.76,0.79004943,3.953872856340909
0.6599999999999999,0.69476825,5.267916664932726
0.8400000000000001,0.70703715,15.828910611924679
0.32999999999999996,0.66572845,101.73589388529463
0.72,0.6456958,10.320027006997
0.31,0.5680868,83.25380740627166
0.45,0.5949294,32.20653269026014
0.7,0.66838324,4.516679900033127
0.75,0.79682434,6.243244806925456
0.74,0.5496967,25.716664340045
0.77,0.6384181,17.088561243825147
0.8099999999999999,0.60861677,24.862127245208356
0.78,0.8220351,5.389112081283175
0.49000000000000005,0.6168027,25.878100492516328
0.62,0.6456958,4.144484766067998
0.5,0.61450356,22.900712490081787
0.71,0.64054817,9.781947941847246
0.6900000000000001,0.66764396,3.240005175272632
0.79,0.7972627,0.9193326853498582
0.73,0.723822,0.8463016928058756
0.62,0.64261127,3.6469782552411485
0.62,0.6475956,4.450900708475421
0.79,0.58190066,26.341689085658597
0.55,0.4760396,13.447347554293552
0.5599999999999999,0.764915,36.59196240561351
0.62,0.6319103,1.9210200155934987
0.62,0.6361719,2.608367320029967
0.6599999999999999,0.6590292,0.14709306485723964
0.5,0.6020119,20.40238380432129
0.73,0.72992253,0.010611912975570128
0.71,0.6096937,14.127647037237459
0.5900000000000001,0.7011772,18.8435897988788
0.77,0.70207906,8.820901598249165
0.27999999999999997,0.63785607,127.80573793819974
0.76,0.7194961,5.329464297545584
0.75,0.72653365,3.1288464864095054
0.6900000000000001,0.6249865,9.422242123147722
0.49000000000000005,0.5242259,6.984875640090621
0.49000000000000005,0.7567241,54.43349371151047
0.75,0.7981883,6.425110499064128
0.67,0.670558,0.08327996552879534
0.8,0.6048858,24.38927292823792
0.72,0.7014921,2.5705456733703578
0.7,0.7876013,12.51447030476162
0.67,0.6498501,3.0074521676817993
0.79,0.74285185,5.968119826497915
0.72,0.75771725,5.238507191340132
0.74,0.6658559,10.019475060540275
0.8800000000000001,0.79126626,10.083379257809042
0.82,0.5953608,27.395022496944517
0.32999999999999996,0.5869983,77.87826783729324
0.5599999999999999,0.5630655,0.5474158695766008
0.35,0.6995771,99.87916946411133
0.8,0.69573873,13.032658398151401
0.8300000000000001,0.73843646,11.031751747590958
0.45,0.7204137,60.09192996554904
0.79,0.6572549,16.803180416928065
0.8,0.7512485,6.093940138816839
0.85,0.6956079,18.163776397705078
0.67,0.68613154,2.4076920836719053
0.75,0.6283451,16.220657030741375
0.54,0.61618894,14.109063590014415
0.8099999999999999,0.5805154,28.33143399085527
0.75,0.574521,23.397199312845867
0.53,0.6200868,16.997507383238588
0.78,0.7609751,2.439086865156128
0.6599999999999999,0.71616787,8.510282906618999
0.43,0.73190325,70.21005929902543
0.62,0.6324875,2.0141090116193223
0.71,0.6504527,8.386947403491378
0.36,0.48969248,36.02568871445126
0.8400000000000001,0.8271881,1.5252292156219576
0.45,0.3918687,12.918064329359268
0.6599999999999999,0.63723737,3.4488833311832194
0.53,0.6600891,24.545108597233604
0.6900000000000001,0.6869716,0.4388978515846225
0.3,0.5600563,86.68544292449951
0.51,0.46359882,9.098271061392394
0.85,0.71559536,15.812310050515565
0.72,0.6833966,5.083808634016245
0.5599999999999999,0.604762,7.99321745123183
0.74,0.7455463,0.749497478072709
0.54,0.58190066,7.759380782092052
0.7,0.69715333,0.4066671643938274
0.5900000000000001,0.6483025,9.881778894844686
0.78,0.8676702,11.239766463255267
0.63,0.6648215,5.52722310263013
0.16999999999999998,0.5761323,238.90135147992305
0.78,0.7348029,5.794499776302243
0.5700000000000001,0.6219779,9.11893426326282
0.6900000000000001,0.5851282,15.198813314023232
